,project_name,goal,sub_category,main_category,launched,deadline,campaign_length,predicted_bert
17627,"""Rover"" Remote Control Cooler - The Ultimate Party Machine!",45000.0,Product Design,Design,2014-11-03 19:04:06,2014-12-03 19:04:06,30,Technology
17628,Burn The Ballroom Debut LP,11000.0,Rock,Music,2011-08-03 21:18:59,2011-09-07 21:18:59,35,Music
17629,"Sacred Sound's Debut Album, ""Holding Space""",4000.0,Electronic Music,Music,2015-04-21 05:03:08,2015-05-24 05:03:08,33,Music
17630,Big Ideas in Space Science,10000.0,Publishing,Publishing,2012-09-28 05:15:49,2012-10-28 04:15:49,29,Publishing
17631,Graffiti Galore,69500.0,Digital Art,Art,2015-03-10 18:30:32,2015-04-30 19:29:00,51,Art
17632,Faisal Goes West,15000.0,Narrative Film,Film & Video,2011-10-20 07:47:11,2011-11-22 06:59:00,32,Film & Video
17633,Righteous Minds are going on Tour!,3000.0,Performance Art,Art,2015-07-24 22:41:39,2015-09-02 02:00:00,39,Music
17634,A Brief Stroll Whilst Inspecting Architecture in Japan,4000.0,Art Books,Publishing,2014-08-04 10:02:01,2014-09-03 10:02:01,30,Publishing
17635,She&Her Productions 2012-2013 KICKSTARTER!,800.0,Performance Art,Art,2012-08-08 05:18:16,2012-10-07 05:18:16,60,Theater
17636,"Flat, Vectorized Photography - Photo Art & RAW Art Exhibit",4000.0,Digital Art,Art,2014-06-17 19:33:17,2014-07-17 19:33:17,30,Photography
17637,DRC Custom Cues,20000.0,Woodworking,Crafts,2015-05-29 13:58:22,2015-07-28 13:58:22,60,Design
17638,"Hand in Hand: Your Love, For Life",5000.0,Tabletop Games,Games,2013-06-19 01:10:10,2013-07-19 01:10:10,30,Publishing
17639,A Transylvanian Dwarf Dinosaur Needs a Ride Home!,25000.0,Video Art,Art,2014-05-01 03:40:09,2014-05-31 03:40:09,30,Theater
17640,Fiberlicious Yarn Store,50000.0,Knitting,Crafts,2015-02-20 23:49:21,2015-03-22 22:49:21,29,Crafts
17641,See Steal Style Magazine,300.0,Publishing,Publishing,2014-01-23 23:12:55,2014-02-22 23:12:55,30,Publishing
17642,3 Step Studio (Canceled),500000.0,Video Games,Games,2013-01-03 21:30:42,2013-02-02 21:30:42,30,Music
17643,Breathless Clothing,3000.0,Fashion,Fashion,2013-07-30 03:20:56,2013-09-09 05:59:00,41,Fashion
17644,RUB THE BLOOD,1000.0,Comics,Comics,2011-10-21 01:33:59,2011-11-21 00:42:00,30,Film & Video
17645,Design Driven: The first and only truck fueled by design!,75000.0,Design,Design,2014-11-03 07:15:35,2014-12-20 10:00:00,47,Design
17646,Twin city craft and flea market,20000.0,Crafts,Crafts,2015-12-14 22:02:38,2016-01-13 22:02:38,30,Crafts
17647,"Pathway Products: Upcycled, Handmade Lamps.",12850.0,Product Design,Design,2013-08-13 21:54:49,2013-09-12 21:54:49,30,Design
17648,"Okiez, shoes for children to learn right from left",39000.0,Footwear,Fashion,2014-10-17 19:59:14,2014-12-01 19:59:14,45,Fashion
17649,History of Labor Tee Shirts,18000.0,Fashion,Fashion,2012-02-27 18:32:59,2012-03-18 17:32:59,19,Fashion
17650,Zombie Stomp The Game by Team Frog Studios,1000.0,Tabletop Games,Games,2013-01-07 06:02:24,2013-01-21 03:00:00,13,Games
17651,Calamityware dinner plate 1,15000.0,Graphic Design,Design,2013-10-23 13:28:54,2013-12-01 05:59:00,38,Design
17652,Music production,25000.0,Art,Art,2016-09-05 17:08:43,2016-10-05 17:08:43,30,Music
17653,Recession Proof (Canceled),5000.0,Webseries,Film & Video,2011-06-17 22:40:57,2011-07-12 22:40:57,25,Film & Video
17654,SAN DOMINO - A New Musical,2500.0,Theater,Theater,2014-03-25 16:38:38,2014-04-24 17:38:38,30,Theater
17655,SPIRIT : FPS GAME for Xbox One/Playstation4/PC/Steam,2000000.0,Video Games,Games,2016-07-16 02:00:36,2016-08-30 02:00:36,45,Games
17656,Welcome to the Small World: A Book of BIG Surprises!,9500.0,Children's Books,Publishing,2013-11-17 23:04:09,2013-12-17 23:04:09,30,Publishing
17657,Madyson's Hand-Made Marshmallows!,12000.0,Food,Food,2012-01-31 07:03:41,2012-03-31 07:03:41,60,Food
17658,ForeignPolicyConcepts...a global platform for serious ideas,20500.0,Nonfiction,Publishing,2015-10-09 03:13:02,2015-11-08 18:00:00,30,Technology
17659,Colored Pencils Art and Culture Council,20000.0,Art,Art,2015-08-20 21:34:47,2015-10-19 21:34:47,60,Art
17660,Pieces of Tangier (Canceled),10000.0,Documentary,Film & Video,2011-08-19 22:51:24,2011-10-18 22:51:24,60,Film & Video
17661,The Last Drink,50.0,Shorts,Film & Video,2016-08-22 20:24:43,2016-08-26 20:24:43,4,Film & Video
17662,"The most affordable, automatic sit-to-stand desk.",50000.0,Product Design,Design,2014-04-02 18:56:29,2014-05-16 23:00:00,44,Design
17663,Kooke Store: Create-your-own Cookies,25000.0,Food,Food,2015-12-07 19:45:55,2016-01-06 19:45:55,30,Food
17664,757Electronica Compilation Album Volume 1,750.0,Music,Music,2013-05-21 03:52:38,2013-06-20 03:52:38,30,Music
17665,Save Films ,5000.0,Shorts,Film & Video,2010-07-07 01:54:49,2010-08-21 02:22:00,45,Film & Video
17666,Help fund my brutal arcade game!,5000.0,Video Games,Games,2009-09-20 07:17:05,2009-11-01 05:00:00,41,Games
17667,"If you need to laugh, you need to U.R.G.E.!",17648.0,Tabletop Games,Games,2014-03-18 00:59:56,2014-04-24 01:59:56,37,Publishing
17668,The Sweet Experience,5000.0,Events,Food,2015-08-27 02:29:25,2015-10-26 01:29:25,59,Food
17669,When Darkness Ascends,85000.0,Film & Video,Film & Video,2013-11-25 17:13:54,2013-12-25 17:13:54,30,Film & Video
17670,Pocket Parks - Habitat (debut album),3463.0,Rock,Music,2015-02-23 22:15:44,2015-03-23 21:15:44,27,Music
17671,BariBatch.com Subscription Box,1500.0,Food,Food,2014-09-10 23:03:18,2014-10-10 23:03:18,30,Technology
17672,Send CLOWN to KC FRINGE!,2500.0,Theater,Theater,2013-04-19 17:42:36,2013-05-19 17:42:36,30,Theater
17673,Harvest Roots Farm & Ferment Grows!,14000.0,Farms,Food,2015-09-22 15:02:13,2015-10-19 02:00:00,26,Food
17674,Grippz Mats - The Worlds First Acupressure Yoga Mat,10000.0,Product Design,Design,2016-11-01 14:41:24,2016-12-16 08:59:00,44,Design
17675,Startup Founder Playing Cards,3500.0,Graphic Design,Design,2015-05-27 04:54:46,2015-07-26 04:54:46,60,Games
17676,Flip! The Worlds Most Intuitive Smart Stylus,7500.0,Gadgets,Technology,2016-10-05 14:57:37,2016-11-14 14:57:37,40,Technology
17677,Tartar Lamb 2,6000.0,Jazz,Music,2010-04-19 15:48:51,2010-07-18 06:00:00,89,Film & Video
17678,Tower of Eden (Canceled),250000.0,Community Gardens,Food,2015-05-01 07:08:51,2015-06-30 07:08:51,60,Games
17679,Legends of Persia,3000.0,Video Games,Games,2014-03-06 03:40:54,2014-05-05 03:40:54,60,Games
17680,"Walk in the park, Vancouver to Kelowna",7500.0,Photography,Photography,2016-07-30 02:17:04,2016-08-24 02:17:04,25,Photography
17681,Africa by Road,2000.0,Photography,Photography,2013-03-08 01:03:13,2013-04-01 16:30:00,24,Photography
17682,Tales of Valorian,100.0,Video Games,Games,2016-06-10 19:00:45,2016-07-10 19:00:45,30,Publishing
17683,Dorothy Star,2400.0,Jewelry,Fashion,2014-11-11 23:50:36,2014-12-11 23:50:36,30,Film & Video
17684,Ozias Studio Project,4500.0,Indie Rock,Music,2010-05-10 22:32:29,2010-07-01 23:00:00,52,Music
17685,Childhood Obesity Awareness,750.0,Film & Video,Film & Video,2014-08-28 01:20:39,2014-09-04 01:20:39,7,Film & Video
17686,Paper Tiger TV Investigates Detroit,3500.0,Documentary,Film & Video,2010-09-30 00:26:54,2010-10-30 00:26:54,30,Film & Video
17687,Welly Through My Eyes,4960.0,Illustration,Art,2014-09-01 04:34:05,2014-10-16 04:34:05,45,Film & Video
17688,Living in the Grand Canyon--a story of survival and revival,2000.0,Art Books,Publishing,2011-11-07 21:24:20,2012-01-06 21:24:20,60,Film & Video
17689,Chrome Online (A new Cyber-Punk style MMO),10000.0,Video Games,Games,2012-04-28 02:01:35,2012-05-28 02:01:35,30,Games
17690,Dujanah,6000.0,Video Games,Games,2016-01-20 18:00:21,2016-02-19 18:00:21,30,Film & Video
17691,French Women Don't Get Fat,1000.0,Shorts,Film & Video,2013-11-21 21:08:35,2013-12-09 05:59:00,17,Film & Video
17692,The Arizona Lensbaby Project,2000.0,Photography,Photography,2013-05-03 00:41:12,2013-05-23 00:41:12,20,Photography
17693,Flash Point: Fire Rescue - Extreme Danger,30000.0,Tabletop Games,Games,2013-03-18 05:56:46,2013-04-17 06:56:46,30,Games
17694,Sip: Bigger and Boozier!,7500.0,Food,Food,2013-11-13 16:13:16,2013-12-13 16:13:16,30,Design
17695,New Tracy Lawrence Album,50000.0,Music,Music,2013-05-24 01:12:22,2013-06-23 06:59:00,30,Music
17696,Black August X Happily Natural Day Festival (ATL & RICHMOND),3500.0,Performance Art,Art,2012-05-23 21:36:56,2012-07-16 19:57:00,53,Art
17697,Introducing Dylan Champagne and the Lost Explorers!,2500.0,Rock,Music,2012-06-11 20:17:42,2012-07-01 20:17:42,20,Music
17698,The Pirate Cowboy Viking Ninja Deck of Cards,10500.0,Playing Cards,Games,2015-03-04 19:35:25,2015-04-03 19:35:25,30,Games
17699,The Death of Robin Williams,500.0,Nonfiction,Publishing,2014-10-30 04:39:29,2014-11-29 05:39:29,30,Film & Video
17700,MAGGIE Film,29000.0,Drama,Film & Video,2015-04-12 17:59:04,2015-05-31 11:29:00,48,Film & Video
17701,GroceryBoy The Revolutionary New Grocery Bag Carrier!,20000.0,Crafts,Crafts,2014-10-09 22:33:05,2014-11-23 22:33:05,45,Design
17702,FUBAR  an Eli Tahan film,2000.0,Shorts,Film & Video,2011-06-20 07:13:41,2011-07-25 07:13:41,35,Film & Video
17703,kan?,8000.0,Food,Food,2016-04-16 10:47:31,2016-05-29 08:45:00,42,Film & Video
17704,Obos LTD,17500.0,Product Design,Design,2013-04-24 13:45:36,2013-06-08 13:45:36,45,Fashion
17705,King of Mathematics (Canceled),8000.0,Comics,Comics,2014-03-27 21:57:49,2014-05-06 22:57:49,40,Games
17706,England ladies in Europe 2013,3000.0,Photography,Photography,2013-02-04 21:31:16,2013-02-25 21:59:00,21,Photography
17707,$LAY CLOTHES,500.0,Fashion,Fashion,2014-02-18 02:44:10,2014-03-05 02:44:10,15,Fashion
17708,Riot Inside's new EP '404',1000.0,Rock,Music,2011-04-30 04:29:26,2011-06-14 04:29:26,45,Music
17709,"""SMASHING SONGS OF STAGE AND SCREEN""",35000.0,Rock,Music,2012-09-13 02:34:01,2012-10-15 04:00:00,32,Theater
17711,RIRI,90000.0,Drinks,Food,2015-06-22 23:36:53,2015-07-22 23:36:53,30,Technology
17712,Alexis and Faith,3000.0,Film & Video,Film & Video,2011-07-18 04:53:22,2011-09-01 04:53:22,45,Film & Video
17713,HTV Bus Tour 2011:  Stories From the Road,6000.0,Journalism,Journalism,2010-12-21 02:26:21,2011-02-01 05:00:00,42,Film & Video
17714,The Universe Verse - A rhyming graphic guide to our origins,10000.0,Comics,Comics,2013-08-30 04:52:02,2013-09-30 06:00:00,31,Publishing
17715,Meat Soap - Get That Bacon-Fresh Scent!,1500.0,Painting,Art,2011-01-25 00:48:28,2011-02-24 00:48:28,30,Crafts
17716,RUMBLESLAM,40000.0,Tabletop Games,Games,2015-12-15 13:00:04,2016-01-14 13:00:04,30,Games
17717,"The JHU Octopodes All-Original Album: ""The Kraken!""",10000.0,Music,Music,2014-03-12 23:01:31,2014-04-12 00:01:31,30,Music
17718,Vermillion Lies : Sister Magic,6000.0,Music,Music,2015-05-15 19:52:10,2015-06-16 19:52:10,32,Publishing
17719,CinnamonJDD,800.0,Film & Video,Film & Video,2013-07-20 23:50:42,2013-08-24 23:50:42,35,Food
17720,The Fantastical Realm of Imagination and Interpretation,1500.0,Art,Art,2013-07-24 18:25:14,2013-08-23 18:25:14,30,Publishing
17721,"Helping a ""Fat Pig"" be produced",5000.0,Performance Art,Art,2015-11-06 20:24:48,2015-12-06 20:24:48,30,Music
17722,"""FATIGUE"" Focus And Time Inevitably Gets U Everything..",30000.0,Pop,Music,2014-03-06 08:47:49,2014-04-06 05:07:00,30,Music
17723,The Mariah Moment Project,500.0,Music,Music,2014-09-18 13:47:48,2014-09-26 11:51:00,7,Music
17724,Help Us Light Up!,20000.0,Photography,Photography,2016-03-01 07:55:42,2016-04-30 07:55:42,60,Art
17725,Live View! Social Media Live TV & Radio Application.,50000.0,Apps,Technology,2015-08-03 17:15:39,2015-10-02 17:15:39,60,Technology
17726,Authentic Australian Bush Herbs,200.0,Crafts,Crafts,2014-08-27 06:11:16,2014-10-01 14:00:00,35,Food
17727,Robbie Madison's CD Project #1,20000.0,Music,Music,2016-08-12 03:47:50,2016-10-11 03:47:50,60,Music
17728,"press ag ag lady ""tracks are disappearing"" on vinyl!",2000.0,Electronic Music,Music,2011-04-04 22:25:58,2011-05-04 22:25:58,30,Music
17729,SUNGLAX. H-Made in Italy. Styled by U,4500.0,Accessories,Fashion,2015-07-24 23:06:13,2015-08-23 23:06:13,30,Fashion
17730,Swimsuit Short Set for Tomboys by Rehmih Mihreh,10000.0,Fashion,Fashion,2014-03-26 04:43:04,2014-04-25 05:43:04,30,Fashion
17731,No Grexit: Zuckerberg Must to Bail out Greece!,24000.0,Apparel,Fashion,2015-06-23 11:37:00,2015-08-10 11:37:00,48,Film & Video
17732,Michael Buble Music Video (Canceled),5000.0,Fine Art,Photography,2015-01-21 21:22:21,2015-02-20 21:22:21,30,Music
17733,Me Without You Animated Music Video,16000.0,Animation,Film & Video,2014-09-19 17:44:56,2014-10-19 17:44:56,30,Film & Video
17734,"Indifferent West, Photography Book & Installation project",2000.0,Conceptual Art,Art,2013-11-11 04:37:30,2013-12-11 04:37:30,30,Photography
17735,Introducing The Solo Artist Phil Johnson,5500.0,Music,Music,2012-11-03 05:21:41,2012-12-10 14:13:00,37,Music
17736,VotePrez Campaign/Music Video: Champagne Wishes - #VotePrez,5000.0,Hip-Hop,Music,2012-09-03 21:26:29,2012-11-02 20:26:29,59,Music
17737,Dylan Chalfy's Debut Album:  Atavar,3000.0,Indie Rock,Music,2012-08-16 07:13:30,2012-09-15 07:13:30,30,Music
17738,Atari History Book - Volume 1 (Beginnings to 1984),7200.0,Nonfiction,Publishing,2011-12-21 14:07:50,2012-01-20 14:07:50,30,Publishing
17739,Crepes Food trailer at Farmer's Market (Canceled),16000.0,Farmer's Markets,Food,2014-05-27 23:40:54,2014-06-30 05:00:00,33,Food
17740,Swipe Right Across America,250.0,Print,Journalism,2015-03-30 06:08:06,2015-04-29 06:08:06,30,Film & Video
17741,Mountain Nirvana Sugar Processing Facility,500.0,Food,Food,2014-09-11 22:41:11,2014-11-10 22:41:11,60,Food
17742,iLL-informed Illustration Annual,1000.0,Art Books,Publishing,2015-04-20 16:34:18,2015-05-20 16:34:18,30,Publishing
17743,Bubble Wrap Sidewalk,421.0,Conceptual Art,Art,2014-10-01 17:59:58,2014-10-15 19:01:00,14,Design
17744,Narcissists,1100.0,Drama,Film & Video,2014-05-05 20:58:34,2014-07-04 20:58:34,60,Film & Video
17745,"WETWARE Post-Production: Editing, Music, Sound, Animation",38000.0,Thrillers,Film & Video,2016-09-28 16:31:43,2016-11-27 05:00:00,59,Film & Video
17746,Stonehaven's Giants,7500.0,Tabletop Games,Games,2016-09-12 16:17:04,2016-10-04 04:00:00,21,Games
17747,Look Who's President,7500.0,Games,Games,2013-07-08 05:32:43,2013-08-31 14:05:00,54,Film & Video
17748,"""Heart &  Soul"" CD Fund",6000.0,Pop,Music,2013-08-22 00:44:24,2013-09-21 00:44:24,30,Music
17749,Bringrr - Helping You Keep Track of What Matters Most,75000.0,Hardware,Technology,2013-12-23 20:59:31,2014-02-04 04:00:00,42,Technology
17750,Silence,500.0,Conceptual Art,Art,2013-09-05 23:45:23,2013-10-05 23:45:23,30,Film & Video
17751,Grand Corset Ball,11000.0,Couture,Fashion,2014-10-17 02:10:25,2014-12-16 02:10:25,60,Fashion
17752,They Stole My Wheels,15000.0,Web,Technology,2015-05-18 23:42:54,2015-06-17 23:42:54,30,Film & Video
17753,NEW ARTIST BONITA NEEDS YOUR HELP FOR HER NEXT VIDEO !!!,500.0,Hip-Hop,Music,2012-06-21 02:20:20,2012-07-07 05:59:00,16,Music
17754,Zombie Confessions,3500.0,Theater,Theater,2011-09-12 16:05:27,2011-10-07 04:00:00,24,Film & Video
17755,"Fashion, Hats, Design!",3000.0,Fashion,Fashion,2013-07-01 21:56:50,2013-07-31 21:56:50,30,Fashion
17756,KoolViewers WriteAlongs,25000.0,Children's Books,Publishing,2015-07-06 23:03:18,2015-08-05 23:03:18,30,Publishing
17757,THE Organizations: Double Agent Group Card Game,2500.0,Tabletop Games,Games,2011-07-10 01:31:25,2011-09-08 01:31:25,60,Games
17758,Liege,15000.0,Video Games,Games,2013-06-27 22:44:13,2013-07-29 04:00:00,31,Film & Video
17759,"The Mach Series - An Unusual, Mechanical, Automatic Watch",30000.0,Product Design,Design,2015-12-22 07:21:21,2016-02-05 07:21:21,45,Design
17760,J.Nathan's Album- Gemini,1000.0,Hip-Hop,Music,2013-06-08 22:02:10,2013-07-08 22:02:10,30,Music
17761,Handmade leather bracelet and individual engraving,1500.0,Design,Design,2016-10-11 15:40:30,2016-11-10 15:40:30,30,Crafts
17762,Kellie K Apparel - NEW STRAPLESS BRA DESIGNS!,26250.0,Apparel,Fashion,2015-10-13 16:59:02,2015-11-13 06:00:00,30,Fashion
17763,REVERb Pilot- Donovan's Dilemma,10000.0,Webseries,Film & Video,2016-05-04 03:03:11,2016-07-03 03:03:11,60,Film & Video
17764,Lone Tree Games: Decks Miniatures,10000.0,Tabletop Games,Games,2014-08-24 08:30:55,2014-09-21 06:00:00,27,Games
17765,"SCOUT's ""All Those Relays"" Fund",5000.0,Indie Rock,Music,2011-04-04 02:46:03,2011-06-03 02:46:03,60,Music
17766,Curse of  The Black Terror - Volume 2,2600.0,Comics,Comics,2012-09-23 07:10:35,2012-10-23 07:10:35,30,Comics
17767,"""Promised Land"" Spirituals CD: Sacred Songs of the South",6200.0,World Music,Music,2010-07-13 00:48:25,2010-09-26 17:59:00,75,Music
17768,2014 Explore America Calendar,3000.0,Photography,Photography,2013-10-11 21:50:15,2013-11-11 18:50:00,30,Photography
17769,Let's Translate US Election 2016!,11000.0,Web,Journalism,2016-06-21 21:27:33,2016-07-20 08:59:00,28,Journalism
17770,Know Your Heart,5500.0,Art,Art,2014-09-01 19:07:35,2014-10-04 19:07:35,33,Film & Video
17771,Killer(s) Goes Free (Wrongful Convcition of Frank Casteel),5500.0,Nonfiction,Publishing,2015-03-25 20:51:12,2015-05-24 21:51:12,60,Film & Video
17772,Annie Moo Moo's Gourmet Goodies,15000.0,Food,Food,2016-01-21 14:10:58,2016-02-20 14:10:58,30,Food
17773,The Porthole watch,40000.0,Product Design,Design,2016-04-15 11:10:56,2016-05-16 11:10:56,31,Design
17774,MadKnits: The Quest for the First Comic,3000.0,Comics,Comics,2012-07-10 02:15:07,2012-08-09 02:15:07,30,Comics
17775,SelfieGuard,30000.0,Apps,Technology,2016-07-15 19:16:15,2016-08-14 19:16:15,30,Technology
17776,Anthony Joseph Lanman - Synesthesiac CD,3500.0,Classical Music,Music,2014-04-03 01:08:33,2014-05-03 01:08:33,30,Music
17777,Dare,1250.0,Apps,Technology,2016-08-10 20:02:44,2016-08-25 20:02:44,15,Film & Video
17778,Functional Apparel for a Dysfunctional World (do over),5000.0,Fashion,Fashion,2012-11-08 03:23:00,2012-11-18 03:00:00,9,Fashion
17779,"""Starport Nightlife,"" Science Fiction Short Story",500.0,Fiction,Publishing,2012-04-17 07:21:44,2012-05-17 07:21:44,30,Publishing
17780,TART FESTIVAL (Canceled),75000.0,Art,Art,2012-10-26 00:18:28,2012-11-30 00:18:28,35,Art
17781,Dubious Company Volume One,1500.0,Comics,Comics,2011-10-31 08:00:57,2011-12-02 08:59:00,32,Comics
17782,"SLIK: Advanced All-Natural Lubricant,Solvent, and CLP",500.0,Product Design,Design,2015-02-23 21:33:19,2015-04-04 21:33:19,40,Design
17783,"Beyond Soul Food, Modern American Heritage Cuisine App/Book",25000.0,Food,Food,2012-06-27 08:08:38,2012-07-27 08:08:38,30,Food
17784,Sensorgesteuerter Toilettenpapierhalter - Toicube,7000.0,Technology,Technology,2016-04-12 18:44:52,2016-05-27 18:44:52,45,Technology
17785,GR Bottle .      Stay Healthy and Travel Smart,46970.0,Product Design,Design,2015-10-22 22:01:44,2015-11-21 22:01:44,30,Design
17786,CHINA Taking over the world   a photo story!,6000.0,Photography,Photography,2013-01-13 08:02:21,2013-01-23 08:02:21,10,Photography
17787,Wood Balance Bike Rolli-Coaster Made in USA Learning Kid Toy,4050.0,Product Design,Design,2012-11-28 15:39:33,2012-12-10 23:01:00,12,Design
17788,PosturePulse: The posture sensor worn on your waist or chair,75000.0,Wearables,Technology,2014-08-13 14:02:11,2014-09-17 14:02:11,35,Technology
17789,Vitality - Sam McIntire's Breakout Album,6000.0,Music,Music,2016-06-28 21:13:27,2016-07-28 21:13:27,30,Music
17790,Underground Throne - Rise of Power Beyond (Canceled),8000.0,Video Games,Games,2014-03-10 18:00:03,2014-04-09 19:00:03,30,Games
17791,A New Type Of Bag Company,15000.0,Accessories,Fashion,2015-02-25 15:14:58,2015-03-27 14:14:58,29,Fashion
17792,The Faith Tree - We all dream but do we have the faith?,5000.0,Children's Books,Publishing,2015-03-11 20:14:54,2015-04-10 21:14:54,30,Publishing
17793,Sea of Stars RPG Campaign Sourcebook,1350.0,Tabletop Games,Games,2014-12-31 20:11:55,2015-02-09 05:01:00,39,Games
17794,YES Apparel Collection,7500.0,Fashion,Fashion,2013-08-26 03:16:49,2013-09-16 03:16:49,21,Fashion
17795,Pencil Dice,1000.0,Tabletop Games,Games,2015-01-29 15:23:05,2015-02-28 15:23:05,30,Games
17796,Help Reba Hasko record Third Album at Honey Jar in Brooklyn!,9230.0,Indie Rock,Music,2012-01-08 03:27:02,2012-02-07 03:27:02,30,Music
17797,Mississippi John Hurt,4500.0,Shorts,Film & Video,2010-05-22 07:38:20,2010-08-13 07:01:00,82,Film & Video
